Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,RapNet Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report File name,Report 2 File name,Sarine Loupe,WebsiteLink,Image 1,Image 2,Image 3,Image 4,Image 5,VideoURL 1,VideoURL 2,VideoURL 3,VideoURL 4,VideoURL 5,Document 1,Document 2,Document 3,Document 1 Type,Document 2 Type,Document 3 Type,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
A6802357,M,Princess,2257,L,SI2258,VG,VG,G,None,,6.53 x 6.43 x 5.2263,,,GIA,,,,,,,,2334.8,2325,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802358,M,Princess,2258,L,SI2259,VG,VG,G,None,,6.53 x 6.43 x 5.2264,,,GIA,,,,,,,,2335.8,2326,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802359,M,Princess,2259,L,SI2260,VG,VG,G,None,,6.53 x 6.43 x 5.2265,,,GIA,,,,,,,,2336.8,2327,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802360,M,Princess,2260,L,SI2261,VG,VG,G,None,,6.53 x 6.43 x 5.2266,,,GIA,,,,,,,,2337.8,2328,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802361,M,Princess,2261,L,SI2262,VG,VG,G,None,,6.53 x 6.43 x 5.2267,,,GIA,,,,,,,,2338.8,2329,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802362,M,Princess,2262,L,SI2263,VG,VG,G,None,,6.53 x 6.43 x 5.2268,,,GIA,,,,,,,,2339.8,2330,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802363,M,Princess,2263,L,SI2264,VG,VG,G,None,,6.53 x 6.43 x 5.2269,,,GIA,,,,,,,,2340.8,2331,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802364,M,Princess,2264,L,SI2265,VG,VG,G,None,,6.53 x 6.43 x 5.2270,,,GIA,,,,,,,,2341.8,2332,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802365,M,Princess,2265,L,SI2266,VG,VG,G,None,,6.53 x 6.43 x 5.2271,,,GIA,,,,,,,,2342.8,2333,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802366,M,Princess,2266,L,SI2267,VG,VG,G,None,,6.53 x 6.43 x 5.2272,,,GIA,,,,,,,,2343.8,2334,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802367,M,Princess,2267,L,SI2268,VG,VG,G,None,,6.53 x 6.43 x 5.2273,,,GIA,,,,,,,,2344.8,2335,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802368,M,Princess,2268,L,SI2269,VG,VG,G,None,,6.53 x 6.43 x 5.2274,,,GIA,,,,,,,,2345.8,2336,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802369,M,Princess,2269,L,SI2270,VG,VG,G,None,,6.53 x 6.43 x 5.2275,,,GIA,,,,,,,,2346.8,2337,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802370,M,Princess,2270,L,SI2271,VG,VG,G,None,,6.53 x 6.43 x 5.2276,,,GIA,,,,,,,,2347.8,2338,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802371,M,Princess,2271,L,SI2272,VG,VG,G,None,,6.53 x 6.43 x 5.2277,,,GIA,,,,,,,,2348.8,2339,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802372,M,Princess,2272,L,SI2273,VG,VG,G,None,,6.53 x 6.43 x 5.2278,,,GIA,,,,,,,,2349.8,2340,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802373,M,Princess,2273,L,SI2274,VG,VG,G,None,,6.53 x 6.43 x 5.2279,,,GIA,,,,,,,,2350.8,2341,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802374,M,Princess,2274,L,SI2275,VG,VG,G,None,,6.53 x 6.43 x 5.2280,,,GIA,,,,,,,,2351.8,2342,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802375,M,Princess,2275,L,SI2276,VG,VG,G,None,,6.53 x 6.43 x 5.2281,,,GIA,,,,,,,,2352.8,2343,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802376,M,Princess,2276,L,SI2277,VG,VG,G,None,,6.53 x 6.43 x 5.2282,,,GIA,,,,,,,,2353.8,2344,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802377,M,Princess,2277,L,SI2278,VG,VG,G,None,,6.53 x 6.43 x 5.2283,,,GIA,,,,,,,,2354.8,2345,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802378,M,Princess,2278,L,SI2279,VG,VG,G,None,,6.53 x 6.43 x 5.2284,,,GIA,,,,,,,,2355.8,2346,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802379,M,Princess,2279,L,SI2280,VG,VG,G,None,,6.53 x 6.43 x 5.2285,,,GIA,,,,,,,,2356.8,2347,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802380,M,Princess,2280,L,SI2281,VG,VG,G,None,,6.53 x 6.43 x 5.2286,,,GIA,,,,,,,,2357.8,2348,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802381,M,Princess,2281,L,SI2282,VG,VG,G,None,,6.53 x 6.43 x 5.2287,,,GIA,,,,,,,,2358.8,2349,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802382,M,Princess,2282,L,SI2283,VG,VG,G,None,,6.53 x 6.43 x 5.2288,,,GIA,,,,,,,,2359.8,2350,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802383,M,Princess,2283,L,SI2284,VG,VG,G,None,,6.53 x 6.43 x 5.2289,,,GIA,,,,,,,,2360.8,2351,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802384,M,Princess,2284,L,SI2285,VG,VG,G,None,,6.53 x 6.43 x 5.2290,,,GIA,,,,,,,,2361.8,2352,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802385,M,Princess,2285,L,SI2286,VG,VG,G,None,,6.53 x 6.43 x 5.2291,,,GIA,,,,,,,,2362.8,2353,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802386,M,Princess,2286,L,SI2287,VG,VG,G,None,,6.53 x 6.43 x 5.2292,,,GIA,,,,,,,,2363.8,2354,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802387,M,Princess,2287,L,SI2288,VG,VG,G,None,,6.53 x 6.43 x 5.2293,,,GIA,,,,,,,,2364.8,2355,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802388,M,Princess,2288,L,SI2289,VG,VG,G,None,,6.53 x 6.43 x 5.2294,,,GIA,,,,,,,,2365.8,2356,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802389,M,Princess,2289,L,SI2290,VG,VG,G,None,,6.53 x 6.43 x 5.2295,,,GIA,,,,,,,,2366.8,2357,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802390,M,Princess,2290,L,SI2291,VG,VG,G,None,,6.53 x 6.43 x 5.2296,,,GIA,,,,,,,,2367.8,2358,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802391,M,Princess,2291,L,SI2292,VG,VG,G,None,,6.53 x 6.43 x 5.2297,,,GIA,,,,,,,,2368.8,2359,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802392,M,Princess,2292,L,SI2293,VG,VG,G,None,,6.53 x 6.43 x 5.2298,,,GIA,,,,,,,,2369.8,2360,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802393,M,Princess,2293,L,SI2294,VG,VG,G,None,,6.53 x 6.43 x 5.2299,,,GIA,,,,,,,,2370.8,2361,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802394,M,Princess,2294,L,SI2295,VG,VG,G,None,,6.53 x 6.43 x 5.2300,,,GIA,,,,,,,,2371.8,2362,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802395,M,Princess,2295,L,SI2296,VG,VG,G,None,,6.53 x 6.43 x 5.2301,,,GIA,,,,,,,,2372.8,2363,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802396,M,Princess,2296,L,SI2297,VG,VG,G,None,,6.53 x 6.43 x 5.2302,,,GIA,,,,,,,,2373.8,2364,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802397,M,Princess,2297,L,SI2298,VG,VG,G,None,,6.53 x 6.43 x 5.2303,,,GIA,,,,,,,,2374.8,2365,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802398,M,Princess,2298,L,SI2299,VG,VG,G,None,,6.53 x 6.43 x 5.2304,,,GIA,,,,,,,,2375.8,2366,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802399,M,Princess,2299,L,SI2300,VG,VG,G,None,,6.53 x 6.43 x 5.2305,,,GIA,,,,,,,,2376.8,2367,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802400,M,Princess,2300,L,SI2301,VG,VG,G,None,,6.53 x 6.43 x 5.2306,,,GIA,,,,,,,,2377.8,2368,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802401,M,Princess,2301,L,SI2302,VG,VG,G,None,,6.53 x 6.43 x 5.2307,,,GIA,,,,,,,,2378.8,2369,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802402,M,Princess,2302,L,SI2303,VG,VG,G,None,,6.53 x 6.43 x 5.2308,,,GIA,,,,,,,,2379.8,2370,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802403,M,Princess,2303,L,SI2304,VG,VG,G,None,,6.53 x 6.43 x 5.2309,,,GIA,,,,,,,,2380.8,2371,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802404,M,Princess,2304,L,SI2305,VG,VG,G,None,,6.53 x 6.43 x 5.2310,,,GIA,,,,,,,,2381.8,2372,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802405,M,Princess,2305,L,SI2306,VG,VG,G,None,,6.53 x 6.43 x 5.2311,,,GIA,,,,,,,,2382.8,2373,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802406,M,Princess,2306,L,SI2307,VG,VG,G,None,,6.53 x 6.43 x 5.2312,,,GIA,,,,,,,,2383.8,2374,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802407,M,Princess,2307,L,SI2308,VG,VG,G,None,,6.53 x 6.43 x 5.2313,,,GIA,,,,,,,,2384.8,2375,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802408,M,Princess,2308,L,SI2309,VG,VG,G,None,,6.53 x 6.43 x 5.2314,,,GIA,,,,,,,,2385.8,2376,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802409,M,Princess,2309,L,SI2310,VG,VG,G,None,,6.53 x 6.43 x 5.2315,,,GIA,,,,,,,,2386.8,2377,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802410,M,Princess,2310,L,SI2311,VG,VG,G,None,,6.53 x 6.43 x 5.2316,,,GIA,,,,,,,,2387.8,2378,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802411,M,Princess,2311,L,SI2312,VG,VG,G,None,,6.53 x 6.43 x 5.2317,,,GIA,,,,,,,,2388.8,2379,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802412,M,Princess,2312,L,SI2313,VG,VG,G,None,,6.53 x 6.43 x 5.2318,,,GIA,,,,,,,,2389.8,2380,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802413,M,Princess,2313,L,SI2314,VG,VG,G,None,,6.53 x 6.43 x 5.2319,,,GIA,,,,,,,,2390.8,2381,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802414,M,Princess,2314,L,SI2315,VG,VG,G,None,,6.53 x 6.43 x 5.2320,,,GIA,,,,,,,,2391.8,2382,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802415,M,Princess,2315,L,SI2316,VG,VG,G,None,,6.53 x 6.43 x 5.2321,,,GIA,,,,,,,,2392.8,2383,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802416,M,Princess,2316,L,SI2317,VG,VG,G,None,,6.53 x 6.43 x 5.2322,,,GIA,,,,,,,,2393.8,2384,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802417,M,Princess,2317,L,SI2318,VG,VG,G,None,,6.53 x 6.43 x 5.2323,,,GIA,,,,,,,,2394.8,2385,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802418,M,Princess,2318,L,SI2319,VG,VG,G,None,,6.53 x 6.43 x 5.2324,,,GIA,,,,,,,,2395.8,2386,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802419,M,Princess,2319,L,SI2320,VG,VG,G,None,,6.53 x 6.43 x 5.2325,,,GIA,,,,,,,,2396.8,2387,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802420,M,Princess,2320,L,SI2321,VG,VG,G,None,,6.53 x 6.43 x 5.2326,,,GIA,,,,,,,,2397.8,2388,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802421,M,Princess,2321,L,SI2322,VG,VG,G,None,,6.53 x 6.43 x 5.2327,,,GIA,,,,,,,,2398.8,2389,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802422,M,Princess,2322,L,SI2323,VG,VG,G,None,,6.53 x 6.43 x 5.2328,,,GIA,,,,,,,,2399.8,2390,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802423,M,Princess,2323,L,SI2324,VG,VG,G,None,,6.53 x 6.43 x 5.2329,,,GIA,,,,,,,,2400.8,2391,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802424,M,Princess,2324,L,SI2325,VG,VG,G,None,,6.53 x 6.43 x 5.2330,,,GIA,,,,,,,,2401.8,2392,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802425,M,Princess,2325,L,SI2326,VG,VG,G,None,,6.53 x 6.43 x 5.2331,,,GIA,,,,,,,,2402.8,2393,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802426,M,Princess,2326,L,SI2327,VG,VG,G,None,,6.53 x 6.43 x 5.2332,,,GIA,,,,,,,,2403.8,2394,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802427,M,Princess,2327,L,SI2328,VG,VG,G,None,,6.53 x 6.43 x 5.2333,,,GIA,,,,,,,,2404.8,2395,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802428,M,Princess,2328,L,SI2329,VG,VG,G,None,,6.53 x 6.43 x 5.2334,,,GIA,,,,,,,,2405.8,2396,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802429,M,Princess,2329,L,SI2330,VG,VG,G,None,,6.53 x 6.43 x 5.2335,,,GIA,,,,,,,,2406.8,2397,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802430,M,Princess,2330,L,SI2331,VG,VG,G,None,,6.53 x 6.43 x 5.2336,,,GIA,,,,,,,,2407.8,2398,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802431,M,Princess,2331,L,SI2332,VG,VG,G,None,,6.53 x 6.43 x 5.2337,,,GIA,,,,,,,,2408.8,2399,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802432,M,Princess,2332,L,SI2333,VG,VG,G,None,,6.53 x 6.43 x 5.2338,,,GIA,,,,,,,,2409.8,2400,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802433,M,Princess,2333,L,SI2334,VG,VG,G,None,,6.53 x 6.43 x 5.2339,,,GIA,,,,,,,,2410.8,2401,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802434,M,Princess,2334,L,SI2335,VG,VG,G,None,,6.53 x 6.43 x 5.2340,,,GIA,,,,,,,,2411.8,2402,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802435,M,Princess,2335,L,SI2336,VG,VG,G,None,,6.53 x 6.43 x 5.2341,,,GIA,,,,,,,,2412.8,2403,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802436,M,Princess,2336,L,SI2337,VG,VG,G,None,,6.53 x 6.43 x 5.2342,,,GIA,,,,,,,,2413.8,2404,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802437,M,Princess,2337,L,SI2338,VG,VG,G,None,,6.53 x 6.43 x 5.2343,,,GIA,,,,,,,,2414.8,2405,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802438,M,Princess,2338,L,SI2339,VG,VG,G,None,,6.53 x 6.43 x 5.2344,,,GIA,,,,,,,,2415.8,2406,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802439,M,Princess,2339,L,SI2340,VG,VG,G,None,,6.53 x 6.43 x 5.2345,,,GIA,,,,,,,,2416.8,2407,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802440,M,Princess,2340,L,SI2341,VG,VG,G,None,,6.53 x 6.43 x 5.2346,,,GIA,,,,,,,,2417.8,2408,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802441,M,Princess,2341,L,SI2342,VG,VG,G,None,,6.53 x 6.43 x 5.2347,,,GIA,,,,,,,,2418.8,2409,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802442,M,Princess,2342,L,SI2343,VG,VG,G,None,,6.53 x 6.43 x 5.2348,,,GIA,,,,,,,,2419.8,2410,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802443,M,Princess,2343,L,SI2344,VG,VG,G,None,,6.53 x 6.43 x 5.2349,,,GIA,,,,,,,,2420.8,2411,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802444,M,Princess,2344,L,SI2345,VG,VG,G,None,,6.53 x 6.43 x 5.2350,,,GIA,,,,,,,,2421.8,2412,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802445,M,Princess,2345,L,SI2346,VG,VG,G,None,,6.53 x 6.43 x 5.2351,,,GIA,,,,,,,,2422.8,2413,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802446,M,Princess,2346,L,SI2347,VG,VG,G,None,,6.53 x 6.43 x 5.2352,,,GIA,,,,,,,,2423.8,2414,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802447,M,Princess,2347,L,SI2348,VG,VG,G,None,,6.53 x 6.43 x 5.2353,,,GIA,,,,,,,,2424.8,2415,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802448,M,Princess,2348,L,SI2349,VG,VG,G,None,,6.53 x 6.43 x 5.2354,,,GIA,,,,,,,,2425.8,2416,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802449,M,Princess,2349,L,SI2350,VG,VG,G,None,,6.53 x 6.43 x 5.2355,,,GIA,,,,,,,,2426.8,2417,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802450,M,Princess,2350,L,SI2351,VG,VG,G,None,,6.53 x 6.43 x 5.2356,,,GIA,,,,,,,,2427.8,2418,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6802451,M,Princess,2351,L,SI2352,VG,VG,G,None,,6.53 x 6.43 x 5.2357,,,GIA,,,,,,,,2428.8,2419,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
